Subfolder,Dice Mean
170,0.6048247538623026
162,0.6009433615498232
133,0.59826594350009
171,0.5973270986821012
174,0.5964729307337338
175,0.5960531911091991
169,0.595435360394329
159,0.5942484839466106
183,0.5940293061040375
185,0.5932146637307414
168,0.5928723991125399
165,0.5928454213198349
172,0.5925848214282717
196,0.5924190140898196
157,0.592382047907663
160,0.5920027623106845
190,0.5918121296252504
147,0.5917127364454802
191,0.591676019165341
194,0.5916007524082677
192,0.591597149888725
166,0.5914445712547268
167,0.5913990952428992
150,0.591115726144379
176,0.5908672854569227
195,0.5908317402775396
179,0.59055812055928
186,0.5901585302639948
136,0.5900785752463492
148,0.5899467582216612
180,0.5899118421820748
122,0.5898726964567573
103,0.5896560535206066
154,0.5895302645789292
145,0.5893030225713634
198,0.5892096349184882
120,0.5891134861945031
199,0.5890668411531322
184,0.5888076508882423
156,0.5886013273392295
189,0.5885821780647011
143,0.5883164385052694
130,0.5879435565878876
197,0.586977172039544
123,0.586927259683897
126,0.5868142207681202
115,0.5867568439974403
152,0.586638052475594
188,0.5857402387077869
193,0.5856582212665382
139,0.5851281128025114
135,0.584501331154442
117,0.5844678499852197
187,0.5843600269184944
112,0.5838849324287947
131,0.5838608396283805
146,0.5832894080498852
177,0.5832453287397779
182,0.5830587302729722
158,0.5829408664949255
149,0.5827783702523979
104,0.5826571968856727
125,0.5824133052901086
164,0.5821322881400435
65,0.5820630654653156
138,0.582035968738474
163,0.5820358274246413
173,0.5816919011199927
61,0.5816410805024419
62,0.5815273383661433
140,0.5811877542286784
142,0.581097987014006
134,0.5810553418597268
144,0.581018756600063
121,0.5809934763101599
124,0.5809736657990006
155,0.58043705624021
75,0.5802031049245203
73,0.5802022188068966
106,0.5801423533585643
161,0.5800561043858012
178,0.5798594468269587
78,0.5798402157188304
153,0.579333118135855
45,0.5789287382784787
128,0.578498691384665
86,0.5781757190464539
151,0.5781291350459512
114,0.5779148396730373
109,0.5778382006322323
77,0.5776987554151206
47,0.5776056849302095
141,0.5771979080769624
87,0.5771175938810518
49,0.5770780020395645
105,0.5770287679094908
43,0.5769152144778403
118,0.5767857589056768
119,0.576316223879035
60,0.5762038975585614
56,0.5760725966778297
48,0.5759244516686268
42,0.575811944929296
46,0.5757358016243281
102,0.5756656864457647
181,0.5754392118938321
90,0.575247590033348
100,0.5748610790056611
54,0.5748021974315821
111,0.5746886627549396
72,0.5744790212319932
99,0.5743540641275758
67,0.5742706038017498
53,0.5737197707077071
38,0.5737166896551016
96,0.5735478035288137
85,0.5734887282691373
55,0.573352096842539
80,0.5730725586761976
116,0.5729390978346404
84,0.5725704861591083
113,0.5723561102943101
69,0.5721235180010567
70,0.5710033886132674
108,0.5703323958856334
29,0.5699561089001465
132,0.5698357781529195
68,0.5697254914278685
95,0.569404764018274
137,0.5691895316153542
21,0.568916471730142
92,0.568898923606317
76,0.568728606509262
50,0.5681878901574704
63,0.5681326662202956
127,0.567972414888913
74,0.5679242110254428
51,0.5678972358288937
107,0.5678285864766923
32,0.5671856772262567
31,0.5671388269951193
64,0.5669678763081212
129,0.5660010792561392
88,0.5659306257561584
83,0.5658516348392214
101,0.5657590912261403
26,0.5654948334014734
91,0.5652758741714299
89,0.5652144773353479
79,0.5649476995063136
40,0.5648464267447845
44,0.563649835205436
37,0.563504279587718
41,0.5634346811485169
24,0.5633699060419113
36,0.5632837552901898
110,0.5627327225858242
58,0.562235987601014
23,0.5620492493050311
97,0.5618600098008071
93,0.5615665921221297
18,0.5613127927541417
52,0.5610354317420232
71,0.5609532245692197
57,0.5604644427829159
33,0.5602161929584241
39,0.5597215315045029
30,0.5592344040606813
98,0.5582864399941928
81,0.5578856178731577
28,0.5578501266847645
82,0.557334523325625
59,0.5563229989794245
25,0.555245062593284
20,0.5533821565828813
66,0.5533773520633959
35,0.5530368447815559
34,0.5512191897363762
17,0.5506223588104042
13,0.5491633382752017
27,0.5489995046324914
22,0.548553287819978
14,0.5479601380282011
94,0.5471776254800489
15,0.5457300657508392
16,0.5429083335444451
10,0.5359880796756264
11,0.534239323739622
12,0.5258477423238586
19,0.5237943774294769
9,0.4955880654811257
7,0.49496930865346417
4,0.49476267652424755
6,0.4897022543057955
8,0.4844708011052774
5,0.4727552515716274
1,0.4727552515716274
3,0.4727552515716274
0,0.4727552515716274
2,0.4727552515716274
